success,video_path,starts,ends,text,formatted_data
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/11872224@N00_5493513113_d751ac1bcb.mov,tensor([[0]]),tensor([[31]]),the chef wipes down the grill. we first see cleaning cloth the person wipes the counter.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5107.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14495405@N00_2494795335_250e78f23c.mpg,tensor([[0]]),tensor([[31]]),screens first appear from black to colorful thing when the black screen first shows the show.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5108.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/10464850@N00_4552823987_b318431e8a.mpg,tensor([[0]]),tensor([[31]]),shows people sitting in the grassy area watching the performance man climbs on ledge looks at all the people sitting on the grassy area. a man climbs up on stage.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5109.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/13233142@N08_4390658984_6ccb7c2a31.avi,tensor([[0]]),tensor([[31]]),"man in white hat picks up a beam man leans over and picks something up camera rights itself camera is now and stays upright for a moment, no people are visible",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5110.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/36216071@N03_6518054301_1b55b41668.avi,tensor([[0]]),tensor([[31]]),person with a black bag walks in front of the bulldozer person with dog enters frame two people enter from right. people are walking through lot,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5111.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25349068@N04_10650651324_356d45a738.mov,tensor([[0]]),tensor([[31]]),camera pans right showing a white stick coming into view blue topped building first appears a tall white building is seen in the distance. a large brown building comes into view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5112.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/30715958@N00_10948427516_971bce8943.mov,tensor([[0]]),tensor([[31]]),the cat turns around and starts to walk the other way. the moment when the cat starts scratching the side of its head cat scratches its ear. kittens goes back into hiding the cat sits down and scratches itself.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5113.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/34418903@N00_7170777861_b35ab787a6.mp4,tensor([[0]]),tensor([[31]]),a woman walks toward the girl in the doorway. an adult is first seen walking toward the child child turns rod facing up and down. adult comes into view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5114.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/36633288@N08_3386950269_6e425a6bdf.mpg,tensor([[0]]),tensor([[31]]),the kid grabs his yellow shirt. the boy pulls his shirt toward the camera he holds his shirt outwards guy showing his t-shirt while talking to camerra. guy sticks both thumbs in the air and smiles,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5115.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/10770768@N08_5729152280_dfe177b932.mov,tensor([[0]]),tensor([[31]]),little girl falls and gets up. the girl moves her toy the camera pans to the right to show a second child. a second person is shown. a small girl doing a flip.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5116.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/12104350@N00_2878921215_0d279ea329.mpg,tensor([[0]]),tensor([[31]]),man in red jacket enters frame. the man in blue waits for us to catch up camera turns back to show a man in red the man wearing a red jacket tilts his head.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5117.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/32444354@N08_6699230147_d7b38aec31.avi,tensor([[0]]),tensor([[31]]),camera spans left to show mountains. the man takes a sip man in beanie takes a sip from his cup first time we see the woman man drinks a coffee while going up the mountain,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5118.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26105073@N03_6617945273_ce2432f060.mov,tensor([[0]]),tensor([[31]]),the moment when the windmill is seen spinning the fastest. windmill spinning at the fastest spped the windmill slows up. windmill is going the fastest.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5119.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/24201822@N00_3210717815_b06eb7b91c.avi,tensor([[0]]),tensor([[31]]),man in hat singing touches microphone stand with both hands.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5120.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/10563005@N06_2841128623_d74baa4b91.mov,tensor([[0]]),tensor([[31]]),a white house with an aquamarine colored roof can be seen.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5121.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/28994929@N06_3305258907_922df69f5d.avi,tensor([[0]]),tensor([[31]]),the toddler sets the toy on the chair. the baby puts the orange object on the coffee table. baby tosses the red thing on table,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5122.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/21799659@N06_5336368076_63f399b754.3gp,tensor([[0]]),tensor([[31]]),camera zooms in on what the little girl is drawing child holds pencil and camera zooms in to the yelllow paper girl starts writing child first stops scribbling,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5123.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/35115110@N06_4559006934_e37cf01c1a.avi,tensor([[0]]),tensor([[31]]),a man in a red and white shirt starts to put on his jacket man smiles while wiping off his hands with a cloth and then another man fixes his coat the man drying his hands starts to walk back ' we see the person in the brown coat adjusting his collar,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5124.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26712705@N05_5975136488_cce918fc25.mov,tensor([[0]]),tensor([[31]]),some one hits the person in the pool with the blue ball man in lower left takes a drink of something frame ends with a green ball suspended in midair someone falls into the pool,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5125.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/34025889@N00_3688631301_c9b8fcfce2.avi,tensor([[0]]),tensor([[31]]),the moment when we see the person walking away from the camera down the hallway. girl disappears behind the wall the person disappears behind the wall for the first time.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5126.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/33938510@N00_2936585477_166ce8f888.avi,tensor([[0]]),tensor([[31]]),the kid puts his hand on his face. the boy wearing a purple shirt is visible camera first moves to the right,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5127.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/15486718@N00_5767321619_e0308661ea.mpg,tensor([[0]]),tensor([[31]]),the girl plays with her hair. door opens and people rush out the three people walk out. girls first come out of the door.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5128.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/35034352455@N01_3432271108_c4c9608ce4.avi,tensor([[0]]),tensor([[31]]),the woman wearing brown turns around. first camera flash man on right places object in woman's purse. an older man with a balding head walks past,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5129.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/30265340@N00_2745503296_035b23129e.mp4,tensor([[0]]),tensor([[31]]),blue box leaves frame camera spans left to show building better. sign is shown for first time. the overhead sign is visible.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5130.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/23392683@N00_4122954466_cef0c4afdc.mp4,tensor([[0]]),tensor([[31]]),the lights go out. the lighted part of the scene fades. lights fade out camera shakes a bit. lights start to fade on object,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5131.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/35107243@N05_5484905170_d61daff28a.mov,tensor([[0]]),tensor([[31]]),the group by the doors waves at everyone. the man on the left lifts his arm up in a greeting or wave twice. camera pans to the left and then to the right. man in black shirt raises arm straight up,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5132.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/23385585@N02_3228166894_bb7894534a.avi,tensor([[0]]),tensor([[31]]),building is not in frame the camera moves away from the building to the water. a building can be seen. the building exits view pan away from building,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5133.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/35468139015@N01_8261485818_b19a6dab05.mov,tensor([[0]]),tensor([[31]]),blue bus drives by a white box truck passes out of view of the camera. we start to pan left again ' a white jeep passes the view a woman in a pony tail with ribbons standing by a street of fast moving cars a girl with orange ribbons in her ponytail can be seen a few times in the view.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5134.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/29058892@N05_3230685532_dbcae7b6e0.mp4,tensor([[0]]),tensor([[31]]),man lights paper on fire the moment that the paper is ignited. person moves the paper with their foot. they first light the paper on fire,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5135.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/34202117@N00_4124604795_72dcb3f8a9.mp4,tensor([[0]]),tensor([[31]]),the moment that the device begins arcing electricity,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5136.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/28994929@N06_3091632723_a47110d206.avi,tensor([[0]]),tensor([[31]]),"the baby stands on their own momentarily, before falling down. a hand grabs the babies arm. baby stands alone then falls the camera mans hand is first seen.",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5137.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25443792@N05_4147825033_753dc5bde9.mp4,tensor([[0]]),tensor([[31]]),the camera pans past several smaller blue tents and a smaller white tent. green and blue balloons can be seen. man in a green jacket enters the frame we first see the big tent person in bright yellow passes through frame,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5138.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/24201822@N00_3304662772_4394497616.avi,tensor([[0]]),tensor([[31]]),the person stops drinking from the bong and wobbles around. a person with a blue hat is smiling. person was drinking from beer bong. person in hat puts their mouth on tube. hose is first put in mouth,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5139.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/44865324@N08_4939741766_2715ec436b.mp4,tensor([[0]]),tensor([[31]]),the boy in the red shirt looks to the side and behind him. the camera leaves the boy in red. guy in red disappears on the left,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5140.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/23376553@N08_3636228986_95e6297179.mov,tensor([[0]]),tensor([[31]]),the man wearing a black shirt and white shorts raises his hands and claps. the ball gets kicked across the field. a goal is scored the camera zooms in. the people are farthest away in this portion of the video.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5141.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/29171074@N00_4420053707_84914df33b.mov,tensor([[0]]),tensor([[31]]),"screen goes from inspire, to lead, back to inspire when we first see a picture of a women on the phone screen. first time we see the word 'innovate' in yellow. a woman appears on a slide. iphone screen goes from blank screen to keyboard screen",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5142.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/12179660@N00_3144573070_a5143065ef.avi,tensor([[0]]),tensor([[31]]),girl in pink striped shirt acts crazy the girl in the red shirt falls down on the long pillow. a girl in white shorts jumps,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5143.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22154104@N00_5228822498_2d9647f056.avi,tensor([[0]]),tensor([[31]]),mountain comes into view. hook first appears we first see part of the boat/raft camera is in,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5144.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25095531@N07_12974858364_d8afa75598.mov,tensor([[0]]),tensor([[31]]),another car drives by. top of white car is shown a white truck is parked near some trees. white van in the picture,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5145.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14587494@N00_3323993913_fd1b03eeb5.avi,tensor([[0]]),tensor([[31]]),a golden pyramid-shaped structure can be seen. fire flashes in back we see fire/flames flashing in the distance a blue object moves from view. camera pans off of blue thing on pole,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5146.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/19251296@N00_5753608320_2f54df8000.avi,tensor([[0]]),tensor([[31]]),the rc car returns. person in red walks on sidewalk car zooms in a loop and then goes back down the street toy car first does a u turn.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5147.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/30483467@N07_4419472914_76eaeefac9.avi,tensor([[0]]),tensor([[31]]),camera pans left to show white train cars camera man looks away from the crowd. camera begins to spin. first see the tracks,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5148.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/109022180@N03_11578221076_627037c7d2.mp4,tensor([[0]]),tensor([[31]]),person at the top of the ladder appears. starts going up ladder the man starts walking up the ladder. man begins walking ply of wood up latter the person with the plywood begins his ascent up the latter.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5149.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22154104@N00_5564092146_ef1fba2060.avi,tensor([[0]]),tensor([[31]]),plane goes through thick clouds exiting the cloud cover no sky is seen the thickest cloud is flown through,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5150.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25467267@N00_8331865462_065ae255dc.mov,tensor([[0]]),tensor([[31]]),person with stroller leaves screen a person walks into view on right side of water the person pushing the stroller moves partially off screen to our right,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5151.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/19347351@N07_3174769731_8b2b4e09ae.mov,tensor([[0]]),tensor([[31]]),the moment when the vehicle passes the red pipes running perpendicular to the other red pipes,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5152.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/24283894@N00_3717837028_1d5fd9b472.avi,tensor([[0]]),tensor([[31]]),we first see the speaker at the podium the camera pans from the speaker to the panel. the person at the podium seems to clap their hands. the person speaking at the podium goes out of view for a moment the comes back in the shot the camera pans back to the panel.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5153.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/37413900@N04_3809182586_28fcfe68c8.avi,tensor([[0]]),tensor([[31]]),a green car is first seen passing underneath the bridge two blue cars drive by. first time a red car speeds by. a yellow car passes below.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5154.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/36565036@N00_3959174778_e050c33035.avi,tensor([[0]]),tensor([[31]]),the player wearing number 5 dribbles the ball. person in red kicks and scores a goal a goal is scored.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5155.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26232232@N07_4246468640_b5c1c62ec1.avi,tensor([[0]]),tensor([[31]]),the person holding the camera points it at herself. womans head comes into view from left. we pass a christmas tree on our left a man in a grey shirt walks away.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5156.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/17715663@N00_5515596928_5839f36de0.avi,tensor([[0]]),tensor([[31]]),a man with a black watch rests his hand high on the wall. man turns to his right the man in the back takes his hand off the wall.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5157.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/21929939@N06_2457953099_32108b59cb.mp4,tensor([[0]]),tensor([[31]]),the fish begins to swim. first time fish moves the camera moves behind the fish. the movement of the fish's fins are visible,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5158.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25219745@N00_2876454897_982cb1f555.avi,tensor([[0]]),tensor([[31]]),the cat puts his head down. cat pops up for split second cat rolls over,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5159.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14495405@N00_2495641248_e795fbdea3.mpg,tensor([[0]]),tensor([[31]]),the camera moves right off of the screen. worde 'time' on small screen starts to turn from screan we can read the word 'time' projected on the screen camera pans right before quickly returning left,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5160.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/35237094822@N01_4333155495_6e0aea97ef.mov,tensor([[0]]),tensor([[31]]),the camera is completely zoomed in on the child camera zooms away from baby the camera zooms in on the baby in the brown sweatshirt and brown bouncy chair.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5161.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/32277030@N00_6084598411_123e579c83.mov,tensor([[0]]),tensor([[31]]),the man pulls the rod back. second cast is thrown we are the farthest from the fishermen a man pulls back his rod for the first time,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5162.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/57683569@N00_4127426650_b7b1f4e7fb.mpg,tensor([[0]]),tensor([[31]]),the camera moves to the left on the beach. small rock island has started to exit frame right the camera pans slightly left,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5163.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22566182@N05_3275149770_ec34101354.avi,tensor([[0]]),tensor([[31]]),the camera slightly moves to the right.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5164.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/36749491@N00_3174038624_3d293ebae4.avi,tensor([[0]]),tensor([[31]]),no human in frame this man touches his face. a man showing something to their computer.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5165.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/16074683@N00_5818226848_9c339c0bd1.mov,tensor([[0]]),tensor([[31]]),men switch jobs the woman steps aside as this guy just barges in. man mixing the ingredients puts some down on a plate man walks over and puts hands in bowl man pushes woman out of way,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5166.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/37718678739@N01_7015475739_4811feafba.mov,tensor([[0]]),tensor([[31]]),the man in brown starts to turn around blond girl's head first comes into view a man in blue jeans starts to turn around.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5167.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/37228368@N00_2682236332_09ceec8df3.avi,tensor([[0]]),tensor([[31]]),"the baby is looking over his shoulder, then looks back at his toy toddler looks backwards the baby is looking back. sweet baby is first seem walking the toy",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5168.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/11112371@N03_2423880658_0a6e59aa7d.mp4,tensor([[0]]),tensor([[31]]),the man looks at the woman he has his head in his hands. man is laughing in these 3 frames a man is sitting next to a woman and he gets excited. man first leans forward with his hands on his face,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5169.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26719171@N05_5720365240_4ed5b68bdd.mp4,tensor([[0]]),tensor([[31]]),the large screen is out of the frame crazy piece of broccoli gets onto stage. the person wearing the furry mask goes up on stage,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5170.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/27938551@N00_4478603520_655b1265a9.mov,tensor([[0]]),tensor([[31]]),the person wearing the lightly colored suit points at the man with blue jeans,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5171.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/34853171@N08_13407206364_00f1dd3855.mov,tensor([[0]]),tensor([[31]]),little yellow train zooms by. red train car comes into view. first time tiny train crosses trestle train goes over bridge,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5172.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26105073@N03_5738719040_6410ba6b77.mov,tensor([[0]]),tensor([[31]]),the propeller stops and then starts. the man on the right has his hand in the air. propeller starts to spin,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5173.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/24122821@N05_2402634473_47fdb1f809.avi,tensor([[0]]),tensor([[31]]),the seal gets back into the water. the seal jumps on the small land between the pools someone walks past the screen a person quickly walks through the frame.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5174.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/21628929@N08_5147204856_fceec6294f.3g2,tensor([[0]]),tensor([[31]]),"the little boy first pops into the scene. the camera view turns from pink and normal colors to a sepia, yellow tone. the little girl in the pink shirt is first seen",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5175.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/36633288@N08_3387705660_9bf416cbde.mpg,tensor([[0]]),tensor([[31]]),the person looks down and then starts to speak. she begins speaking the person looks up and to our right.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5176.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/9161595@N03_4816785791_27bc621207.mov,tensor([[0]]),tensor([[31]]),screen is blurry then focuses camera spins to show people around him a man in a green shirt first appears a person look into the camera and gives a surprised face. a man in glasses makes a face.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5177.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/20957859@N07_5564726710_55c2280582.mov,tensor([[0]]),tensor([[31]]),the least amount of clouds are visible in this single segment first view of arm of plane we see the plane wing over the most clouds,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5178.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25349068@N04_10650684213_87ef520d73.mp4,tensor([[0]]),tensor([[31]]),buildings are seen closest to the camera. panning over red roof tops,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5179.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14029098@N00_3142561881_7347f5f0c4.3gp,tensor([[0]]),tensor([[31]]),lemon or lime slices are seen floating in a drink. a margarita is the center of attention a woman talking to the camera.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5180.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22651740@N00_6812967702_15c851bfd0.mov,tensor([[0]]),tensor([[31]]),a roof is in view of the camera roof stays visible for entire frame clip starts with edge of roof in view at upper left,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5181.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/21886401@N00_3838640981_7952f8688a.avi,tensor([[0]]),tensor([[31]]),two people walk out and stand on a platform. two men appear to do maintenance. the first person walks into the building. person turns around and walks to the house person attaches them self to rope,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5182.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/21257604@N06_2825525289_763e507d28.mpg,tensor([[0]]),tensor([[31]]),crane moves left a car goes by in the background. people enter from left of frame people walk through debri,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5183.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/27647984@N00_4446403239_831b41f3fb.mov,tensor([[0]]),tensor([[31]]),man starts skating the man stands on his feet. the man stops skateboarding skater starts skating down the ramp skater does his first 180 flip in midair,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5184.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26719171@N05_5038118568_dff3e63520.mp4,tensor([[0]]),tensor([[31]]),man in blue jacket leans over the wood a man in blue is holding up a finger. a man in a business suit on the left bends down in front of us. old man is looking for something we see a man in a suit lean over looking at something,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5185.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14118547@N00_4344742699_b44aa47c96.mov,tensor([[0]]),tensor([[31]]),three colorful horses walk by in a line the first horse exits view first horse passes by small horse with no rider walks by horse first passes out of view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5186.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/72753560@N00_3809030190_43c075cd39.mpg,tensor([[0]]),tensor([[31]]),an elephant walks over to join two other elephants the elephant at the bottom has now reached his friends the elephant in the front walks towards the wall in the back,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5187.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/11154928@N04_6023807456_28ba35a1f7.mov,tensor([[0]]),tensor([[31]]),we see the back of the very large replica of a man in a parade. we see the back of the huge balloon man. inflatable muscleman exits frame left,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5188.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/41894154003@N01_2534101956_04b904e112.m4v,tensor([[0]]),tensor([[31]]),view of sky is shown you first see the horizon. we see lots of foam.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5189.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/23769389@N00_4820546442_e3984fd0f2.mov,tensor([[0]]),tensor([[31]]),person in blue raises up boy in blue shirt starts to get up. boy with hat flops head down,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5190.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/86063712@N00_5596395639_c48d32d138.avi,tensor([[0]]),tensor([[31]]),baby brings his arm up to his shoulder. the baby quickly sticks his tongue out the first time. baby bring their hand up to side of face.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5191.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/36807285@N00_3631707802_0a1e01ce63.avi,tensor([[0]]),tensor([[31]]),an adult reaches in to adjust the animals baby grabs stuffed animal. baby grabs brown stuffed toy with both hands woman briefly covers green stuff frog.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5192.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/19197694@N00_6579361111_1f187ace97.avi,tensor([[0]]),tensor([[31]]),the child first stops spinning baby does a 360 in bouncer. baby begins to jump and spin the woman spins the toddler counter-clockwise.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_5193.pth
